MsgID.LOCAL_VELOCITY,5.2510000,0.0261524,-0.0255521,-2.2250307
MsgID.GLOBAL_POSITION,0.0000000,-122.3974483,37.7924804,1.0490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.9300000
MsgID.LOCAL_POSITION,5.5010000,-0.0054895,0.4425296,-1.0497193
MsgID.LOCAL_VELOCITY,5.5010000,-0.0067804,-0.0050134,-3.9307823
MsgID.GLOBAL_POSITION,0.0000000,-122.3974491,37.7924796,2.1340000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0100000,-4.4400000
MsgID.LOCAL_POSITION,5.7510000,-0.0936236,0.3656569,-2.1343560
MsgID.LOCAL_VELOCITY,5.7510000,-0.0293448,-0.0156421,-4.4425836
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924786,3.2970000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0100000,-4.6200000
MsgID.LOCAL_POSITION,6.0010000,-0.2049644,0.2334518,-3.2977059
MsgID.LOCAL_VELOCITY,6.0010000,-0.0277895,-0.0165910,-4.6297450
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924785,4.4830000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-4.6300000
MsgID.LOCAL_POSITION,6.2510000,-0.2146975,0.2924409,-4.4831800
MsgID.LOCAL_VELOCITY,6.2510000,-0.0128574,-0.0056601,-4.6371088
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7924799,5.4250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-2.3800000
MsgID.LOCAL_POSITION,6.5010000,-0.0525806,0.1382222,-5.4250007
MsgID.LOCAL_VELOCITY,6.5010000,-0.0099033,-0.0046643,-2.3823619
MsgID.GLOBAL_POSITION,0.0000000,-122.3974520,37.7924800,5.7200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1400000
MsgID.LOCAL_POSITION,6.7510000,-0.0479258,0.1085344,-5.7209926
MsgID.LOCAL_VELOCITY,6.7510000,-0.0093010,-0.0043806,0.1490286
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924799,5.4660000
MsgID.LOCAL_VELOCITY,0.0000000,0.2200000,0.0000000,1.6700000
MsgID.LOCAL_POSITION,7.0010000,-0.0534537,0.1770447,-5.4664140
MsgID.LOCAL_VELOCITY,7.0010000,0.2246507,-0.0066170,1.6755655
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924816,5.0020000
MsgID.LOCAL_VELOCITY,0.0000000,1.5600000,-0.0100000,1.6800000
MsgID.LOCAL_POSITION,7.2510000,0.1314976,0.3913386,-5.0023208
MsgID.LOCAL_VELOCITY,7.2510000,1.5674704,-0.0117053,1.6826564
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924874,4.7980000
MsgID.LOCAL_VELOCITY,0.0000000,3.7300000,-0.0300000,-0.0200000
MsgID.LOCAL_POSITION,7.5020000,0.7792305,0.3830537,-4.7980089
MsgID.LOCAL_VELOCITY,7.5020000,3.7326486,-0.0326409,-0.0279682
MsgID.GLOBAL_POSITION,0.0000000,-122.3974483,37.7924990,4.9520000
MsgID.LOCAL_VELOCITY,0.0000000,5.1800000,-0.0400000,-0.7500000
MsgID.LOCAL_POSITION,7.7520000,2.0699470,0.4364142,-4.9529085
MsgID.LOCAL_VELOCITY,7.7520000,5.1820979,-0.0453482,-0.7599360
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7925106,5.0370000
MsgID.LOCAL_VELOCITY,0.0000000,5.7200000,-0.0500000,0.0800000
MsgID.LOCAL_POSITION,8.0020000,3.3585432,0.2992738,-5.0373945
MsgID.LOCAL_VELOCITY,8.0020000,5.7282314,-0.0531008,0.0898083
MsgID.GLOBAL_POSITION,0.0000000,-122.3974518,37.7925234,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,6.6300000,-0.0500000,0.1700000
MsgID.LOCAL_POSITION,8.2520000,4.7734714,0.1270177,-4.9764881
MsgID.LOCAL_VELOCITY,8.2520000,6.6308603,-0.0571823,0.1799640
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7925389,4.9670000
MsgID.LOCAL_VELOCITY,0.0000000,7.6400000,-0.0400000,-0.0500000
MsgID.LOCAL_POSITION,8.5020000,6.5002360,0.2792899,-4.9678292
MsgID.LOCAL_VELOCITY,8.5020000,7.6492710,-0.0494623,-0.0566149
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7925572,4.9840000
MsgID.LOCAL_VELOCITY,0.0000000,8.3700000,-0.0500000,-0.0200000
MsgID.LOCAL_POSITION,8.7520000,8.5259466,0.3158091,-4.9844975
MsgID.LOCAL_VELOCITY,8.7520000,8.3732710,-0.0594498,-0.0298055
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_POSITION,0.0000000,-122.3974519,37.7925780,4.9800000
MsgID.LOCAL_VELOCITY,0.0000000,8.6900000,-0.0700000,-0.0300000
MsgID.LOCAL_POSITION,9.0020000,10.8383694,0.1237251,-4.9808807
MsgID.LOCAL_VELOCITY,9.0020000,8.6968689,-0.0707525,-0.0371847
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7925985,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,8.8000000,-0.0500000,-0.0600000
MsgID.LOCAL_POSITION,9.2520000,13.1242199,0.0260476,-4.9765682
MsgID.LOCAL_VELOCITY,9.2520000,8.8015471,-0.0521148,-0.0648011
MsgID.GLOBAL_POSITION,0.0000000,-122.3974509,37.7926170,4.9700000
MsgID.LOCAL_VELOCITY,0.0000000,8.8500000,-0.0300000,-0.0800000
MsgID.LOCAL_POSITION,9.5020000,15.1811905,0.2130369,-4.9708180
MsgID.LOCAL_VELOCITY,9.5020000,8.8505592,-0.0331484,-0.0800085
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7926362,4.9750000
MsgID.LOCAL_VELOCITY,0.0000000,8.8800000,-0.0500000,-0.1300000
MsgID.LOCAL_POSITION,9.7520000,17.3120041,0.2744956,-4.9756675
MsgID.LOCAL_VELOCITY,9.7520000,8.8841343,-0.0512208,-0.1310020
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7926584,4.9740000
MsgID.LOCAL_VELOCITY,0.0000000,8.8800000,-0.0700000,-0.1000000
MsgID.LOCAL_POSITION,10.0020000,19.7710762,0.2960599,-4.9742160
MsgID.LOCAL_VELOCITY,10.0020000,8.8804626,-0.0756327,-0.1008841
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7926775,4.9680000
MsgID.LOCAL_VELOCITY,0.0000000,8.8800000,-0.0900000,-0.0800000
MsgID.LOCAL_POSITION,10.2530000,21.8976917,0.2425884,-4.9689445
MsgID.LOCAL_VELOCITY,10.2530000,8.8810081,-0.0974139,-0.0828572
MsgID.GLOBAL_POSITION,0.0000000,-122.3974524,37.7926975,4.9770000
MsgID.LOCAL_VELOCITY,0.0000000,8.8900000,-0.1000000,-0.1200000
MsgID.LOCAL_POSITION,10.5030000,24.1159534,0.0722644,-4.9777284
MsgID.LOCAL_VELOCITY,10.5030000,8.8963203,-0.1010688,-0.1227251
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7927176,4.9860000
MsgID.LOCAL_VELOCITY,0.0000000,8.8700000,-0.0700000,-0.0400000
MsgID.LOCAL_POSITION,10.7530000,26.3531818,0.1584787,-4.9860582
MsgID.LOCAL_VELOCITY,10.7530000,8.8751621,-0.0745288,-0.0419306
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7927377,4.9890000
MsgID.LOCAL_VELOCITY,0.0000000,8.8600000,-0.0800000,0.0300000
MsgID.LOCAL_POSITION,11.0030000,28.5872860,0.2154557,-4.9899015
MsgID.LOCAL_VELOCITY,11.0030000,8.8624048,-0.0830318,0.0380865
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7927586,4.9970000
MsgID.LOCAL_VELOCITY,0.0000000,8.8600000,-0.1000000,0.0600000
MsgID.LOCAL_POSITION,11.2530000,30.9127903,0.0251652,-4.9970837
MsgID.LOCAL_VELOCITY,11.2530000,8.8663464,-0.1052279,0.0693234
MsgID.GLOBAL_POSITION,0.0000000,-122.3974548,37.7927778,5.0020000
MsgID.LOCAL_VELOCITY,0.0000000,8.8700000,-0.0600000,0.0700000
MsgID.LOCAL_POSITION,11.5030000,33.0401192,-0.1387308,-5.0022163
MsgID.LOCAL_VELOCITY,11.5030000,8.8730526,-0.0611333,0.0761859
MsgID.GLOBAL_POSITION,0.0000000,-122.3974539,37.7927969,5.0060000
MsgID.LOCAL_VELOCITY,0.0000000,8.8500000,0.0300000,0.1800000
MsgID.LOCAL_POSITION,11.7530000,35.1592674,-0.0528326,-5.0067973
MsgID.LOCAL_VELOCITY,11.7530000,8.8565588,0.0334689,0.1885021
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7928168,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,8.8700000,0.0300000,0.1400000
MsgID.LOCAL_POSITION,12.0030000,37.3767700,0.1423288,-5.0015922
MsgID.LOCAL_VELOCITY,12.0030000,8.8739691,0.0393033,0.1496320
MsgID.GLOBAL_POSITION,0.0000000,-122.3974528,37.7928363,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,8.4600000,-0.0800000,0.1200000
MsgID.LOCAL_POSITION,12.2530000,39.5435791,0.0405702,-4.9938087
MsgID.LOCAL_VELOCITY,12.2530000,8.4668789,-0.0858331,0.1248847
MsgID.GLOBAL_POSITION,0.0000000,-122.3974551,37.7928537,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,6.6800000,-0.0800000,0.0400000
MsgID.LOCAL_POSITION,12.5030000,41.4787483,-0.1652080,-4.9936070
MsgID.LOCAL_VELOCITY,12.5030000,6.6801143,-0.0899988,0.0492169
MsgID.GLOBAL_POSITION,0.0000000,-122.3974557,37.7928680,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,4.8800000,-0.2500000,0.0300000
MsgID.LOCAL_POSITION,12.7530000,43.0619354,-0.2202652,-4.9906807
MsgID.LOCAL_VELOCITY,12.7530000,4.8853903,-0.2555682,0.0377517
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_POSITION,0.0000000,-122.3974558,37.7928762,4.9850000
MsgID.LOCAL_VELOCITY,0.0000000,3.3600000,-0.6700000,-0.0200000
MsgID.LOCAL_POSITION,13.0030000,43.9798470,-0.2261089,-4.9851270
MsgID.LOCAL_VELOCITY,13.0030000,3.3686256,-0.6701339,-0.0206323
MsgID.GLOBAL_POSITION,0.0000000,-122.3974576,37.7928821,4.9800000
MsgID.LOCAL_VELOCITY,0.0000000,2.2000000,-1.4000000,-0.0700000
MsgID.LOCAL_POSITION,13.2530000,44.6321335,-0.3821771,-4.9803815
MsgID.LOCAL_VELOCITY,13.2530000,2.2043436,-1.4043094,-0.0711978
MsgID.LOCAL_POSITION,13.5030000,44.9904404,-0.9863171,-4.9794793
MsgID.LOCAL_VELOCITY,13.5030000,1.4388667,-2.1807659,-0.1141229
MsgID.GLOBAL_POSITION,0.0000000,-122.3974644,37.7928853,4.9790000
MsgID.LOCAL_VELOCITY,0.0000000,1.4300000,-2.1800000,-0.1100000
MsgID.LOCAL_POSITION,13.7540000,45.1521263,-1.5861779,-4.9759841
MsgID.LOCAL_VELOCITY,13.7540000,0.6654777,-2.0230992,-0.0775701
MsgID.GLOBAL_POSITION,0.0000000,-122.3974711,37.7928868,4.9750000
MsgID.LOCAL_VELOCITY,0.0000000,0.6600000,-2.0200000,-0.0700000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974753,37.7928892,4.9770000
MsgID.LOCAL_VELOCITY,0.0000000,0.5100000,-1.2800000,-0.1000000
MsgID.LOCAL_POSITION,14.0040000,45.4251251,-1.9587899,-4.9777884
MsgID.LOCAL_VELOCITY,14.0040000,0.5117306,-1.2808765,-0.1047030
MsgID.GLOBAL_POSITION,0.0000000,-122.3974758,37.7928926,4.9860000
MsgID.LOCAL_VELOCITY,0.0000000,1.2300000,-1.0800000,-0.0600000
MsgID.LOCAL_POSITION,14.2540000,45.7937088,-2.0053635,-4.9862881
MsgID.LOCAL_VELOCITY,14.2540000,1.2374724,-1.0831336,-0.0645527
MsgID.GLOBAL_POSITION,0.0000000,-122.3974798,37.7928944,4.9880000
MsgID.LOCAL_VELOCITY,0.0000000,1.8700000,-1.4100000,0.0000000
MsgID.LOCAL_POSITION,14.5040000,45.9950600,-2.3589249,-4.9889894
MsgID.LOCAL_VELOCITY,14.5040000,1.8755624,-1.4140927,-0.0025963
MsgID.GLOBAL_POSITION,0.0000000,-122.3974845,37.7928987,4.9920000
MsgID.LOCAL_VELOCITY,0.0000000,1.8200000,-1.2800000,0.0300000
MsgID.LOCAL_POSITION,14.7540000,46.4805145,-2.7739253,-4.9925609
MsgID.LOCAL_VELOCITY,14.7540000,1.8261468,-1.2874987,0.0397890
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_POSITION,0.0000000,-122.3974880,37.7929030,5.0020000
MsgID.LOCAL_VELOCITY,0.0000000,1.6800000,-0.8300000,0.0700000
MsgID.LOCAL_POSITION,15.0040000,46.9522095,-3.0876739,-5.0029860
MsgID.LOCAL_VELOCITY,15.0040000,1.6891935,-0.8327110,0.0753978
MsgID.GLOBAL_POSITION,0.0000000,-122.3974900,37.7929058,5.0080000
MsgID.LOCAL_VELOCITY,0.0000000,1.8300000,-0.3100000,0.1200000
MsgID.LOCAL_POSITION,15.2540000,47.2662582,-3.2638457,-5.0082908
MsgID.LOCAL_VELOCITY,15.2540000,1.8399464,-0.3179913,0.1243423
MsgID.GLOBAL_POSITION,0.0000000,-122.3974898,37.7929108,5.0090000
MsgID.LOCAL_VELOCITY,0.0000000,1.9200000,-0.3400000,0.1600000
MsgID.LOCAL_POSITION,15.5040000,47.8199883,-3.2499282,-5.0095735
MsgID.LOCAL_VELOCITY,15.5040000,1.9276510,-0.3409126,0.1691016
MsgID.GLOBAL_POSITION,0.0000000,-122.3974914,37.7929162,5.0020000
MsgID.LOCAL_VELOCITY,0.0000000,2.0900000,-0.8400000,0.1700000
MsgID.LOCAL_POSITION,15.7540000,48.4202347,-3.3937149,-5.0024095
MsgID.LOCAL_VELOCITY,15.7540000,2.0900154,-0.8425314,0.1774303
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974942,37.7929215,5.0070000
MsgID.LOCAL_VELOCITY,0.0000000,1.9100000,-0.9800000,0.1300000
MsgID.LOCAL_POSITION,16.0040000,49.0120811,-3.6385171,-5.0071816
MsgID.LOCAL_VELOCITY,16.0040000,1.9148666,-0.9807774,0.1350889
MsgID.GLOBAL_POSITION,0.0000000,-122.3974981,37.7929264,5.0060000
MsgID.LOCAL_VELOCITY,0.0000000,1.8700000,-0.7900000,0.1500000
MsgID.LOCAL_POSITION,16.2540000,49.5493622,-3.9874792,-5.0066829
MsgID.LOCAL_VELOCITY,16.2540000,1.8713723,-0.7998484,0.1551904
MsgID.GLOBAL_POSITION,0.0000000,-122.3974986,37.7929285,4.9950000
MsgID.LOCAL_VELOCITY,0.0000000,1.6500000,-0.8600000,0.1300000
MsgID.LOCAL_POSITION,16.5040000,49.7919044,-4.0324998,-4.9951959
MsgID.LOCAL_VELOCITY,16.5040000,1.6578794,-0.8624330,0.1385524
MsgID.GLOBAL_POSITION,0.0000000,-122.3975003,37.7929316,4.9920000
MsgID.LOCAL_VELOCITY,0.0000000,1.9400000,-1.3200000,0.0300000
MsgID.LOCAL_POSITION,16.7540000,50.1338005,-4.1828609,-4.9921460
MsgID.LOCAL_VELOCITY,16.7540000,1.9447439,-1.3209070,0.0318777
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975041,37.7929379,5.0000000
MsgID.LOCAL_VELOCITY,0.0000000,1.7900000,-1.3900000,0.0300000
MsgID.LOCAL_POSITION,17.0040000,50.8315620,-4.5182276,-5.0001302
MsgID.LOCAL_VELOCITY,17.0040000,1.7964439,-1.3910884,0.0343495
MsgID.GLOBAL_POSITION,0.0000000,-122.3975074,37.7929406,4.9940000
MsgID.LOCAL_VELOCITY,0.0000000,1.3700000,-1.1200000,0.0700000
MsgID.LOCAL_POSITION,17.2540000,51.1329422,-4.8094234,-4.9948368
MsgID.LOCAL_VELOCITY,17.2540000,1.3716711,-1.1235628,0.0762721
MsgID.GLOBAL_POSITION,0.0000000,-122.3975110,37.7929420,4.9820000
MsgID.LOCAL_VELOCITY,0.0000000,1.4700000,-0.6900000,0.0100000
MsgID.LOCAL_POSITION,17.5040000,51.2861900,-5.1286082,-4.9825320
MsgID.LOCAL_VELOCITY,17.5040000,1.4790229,-0.6957099,0.0102816
MsgID.GLOBAL_POSITION,0.0000000,-122.3975127,37.7929455,4.9800000
MsgID.LOCAL_VELOCITY,0.0000000,1.4100000,-0.2000000,-0.0900000
MsgID.LOCAL_POSITION,17.7540000,51.6752701,-5.2840562,-4.9807625
MsgID.LOCAL_VELOCITY,17.7540000,1.4107535,-0.2002087,-0.0931181
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975147,37.7929491,4.9860000
MsgID.LOCAL_VELOCITY,0.0000000,0.8200000,0.0000000,-0.0900000
MsgID.LOCAL_POSITION,18.0050000,52.0751114,-5.4642105,-4.9861946
MsgID.LOCAL_VELOCITY,18.0050000,0.8221539,0.0074684,-0.0988285
MsgID.GLOBAL_POSITION,0.0000000,-122.3975154,37.7929517,4.7830000
MsgID.LOCAL_VELOCITY,0.0000000,0.5900000,0.0100000,1.4000000
MsgID.LOCAL_POSITION,18.2550000,52.3611526,-5.5202231,-4.7834001
MsgID.LOCAL_VELOCITY,18.2550000,0.5975509,0.0138709,1.4095924
MsgID.GLOBAL_POSITION,0.0000000,-122.3975129,37.7929525,4.3470000
MsgID.LOCAL_VELOCITY,0.0000000,0.3300000,0.0100000,1.8600000
MsgID.LOCAL_POSITION,18.5050000,52.4567299,-5.3020735,-4.3470449
MsgID.LOCAL_VELOCITY,18.5050000,0.3329040,0.0116072,1.8677673
MsgID.GLOBAL_POSITION,0.0000000,-122.3975124,37.7929514,3.8560000
MsgID.LOCAL_VELOCITY,0.0000000,0.1400000,0.0000000,2.0200000
MsgID.LOCAL_POSITION,18.7550000,52.3327141,-5.2538857,-3.8561475
MsgID.LOCAL_VELOCITY,18.7550000,0.1412707,-0.0072464,2.0207603
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975148,37.7929515,3.3510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0400000,-0.0200000,2.0300000
MsgID.LOCAL_POSITION,19.0050000,52.3373528,-5.4715471,-3.3519564
MsgID.LOCAL_VELOCITY,19.0050000,0.0444510,-0.0202719,2.0373163
MsgID.GLOBAL_POSITION,0.0000000,-122.3975148,37.7929521,2.8450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,2.0500000
MsgID.LOCAL_POSITION,19.2550000,52.4133110,-5.4706335,-2.8458128
MsgID.LOCAL_VELOCITY,19.2550000,0.0024122,-0.0111028,2.0503466
MsgID.GLOBAL_POSITION,0.0000000,-122.3975155,37.7929540,2.3420000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0000000,1.9800000
MsgID.LOCAL_POSITION,19.5050000,52.6194229,-5.5353165,-2.3421681
MsgID.LOCAL_VELOCITY,19.5050000,-0.0363769,-0.0017377,1.9828022
MsgID.GLOBAL_POSITION,0.0000000,-122.3975140,37.7929527,1.8420000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3300000,0.0300000,2.0100000
MsgID.LOCAL_POSITION,19.7550000,52.4717903,-5.4024162,-1.8422201
MsgID.LOCAL_VELOCITY,19.7550000,-0.3334905,0.0372455,2.0190609
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975127,37.7929523,1.3340000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3500000,0.0200000,2.0000000
MsgID.LOCAL_POSITION,20.0050000,52.4324951,-5.2860417,-1.3348826
MsgID.LOCAL_VELOCITY,20.0050000,-0.3560499,0.0218574,2.0033350
MsgID.GLOBAL_POSITION,0.0000000,-122.3975139,37.7929523,0.8200000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1500000,0.0000000,1.9900000
MsgID.LOCAL_POSITION,20.2550000,52.4299049,-5.3931894,-0.8202796
MsgID.LOCAL_VELOCITY,20.2550000,-0.1520284,-0.0056048,1.9940631
MsgID.GLOBAL_POSITION,0.0000000,-122.3975154,37.7929505,0.2880000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0900000,0.0000000,2.0000000
MsgID.LOCAL_POSITION,20.5050000,52.2260170,-5.5206614,-0.2880895
MsgID.LOCAL_VELOCITY,20.5050000,-0.0936866,-0.0090527,2.0095282
MsgID.GLOBAL_POSITION,0.0000000,-122.3975147,37.7929502,0.1190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.7550000,52.2026596,-5.4640746,-0.1194890
MsgID.LOCAL_VELOCITY,20.7550000,0.0000322,-0.0000891,0.0000248
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,21.0050000,52.2459984,-5.4715900,-0.0720246
MsgID.LOCAL_VELOCITY,21.0050000,-0.0000034,-0.0003314,0.0000078
